,debtorcode,category,projno,month_year
106,300KAL002,All,UL,2020-12
107,300KAR001,All,UL,2020-12
108,300KAR002,All,UL,2020-12
109,300KAS001,All,UL,2020-12
110,300KAW005,All,UL,2020-12
111,300KAW006,All,UL,2020-12
112,300KCE001,All,UL,2020-12
113,300KCE002,All,UL,2020-12
114,300KEA001,All,UL,2020-12
115,300KEE001,All,UL,2020-12
116,300KEN002,All,UL,2020-12
117,300KGS001,All,UL,2020-12
118,300KHA001,All,UL,2020-12
119,300KHI001,All,UL,2020-12
120,300KHO005,All,UL,2020-12
121,300KHO006,All,UL,2020-12
122,300KOO001,All,UL,2020-12
123,300KOR001,All,UL,2020-12
124,300KPJ001,All,UL,2020-12
125,300KUB001,All,UL,2020-12
126,300KUB002,All,UL,2020-12
127,300KWA001,All,UL,2020-12
128,300KWA002,All,UL,2020-12
129,300KWE001,All,UL,2020-12
130,300KWL001,All,UL,2020-12
131,300LEA002,All,UL,2020-12
132,300LEA003,All,UL,2020-12
133,300LEE002,All,UL,2020-12
134,300LEE003,All,UL,2020-12
135,300LEE008,All,UL,2020-12
136,300LIE002,All,UL,2020-12
137,300LIM002,All,UL,2020-12
138,300LIM003,All,UL,2020-12
139,300LIM004,All,UL,2020-12
140,300LIM007,All,UL,2020-12
141,300LIM010,All,UL,2020-12
142,300LLB001,All,UL,2020-12
143,300LLH001,All,UL,2020-12
144,300MAH001,All,UL,2020-12
145,300MAH003,All,UL,2020-12
146,300MAJ003,All,UL,2020-12
147,300MAJ006,All,UL,2020-12
148,300MAN004,All,UL,2020-12
149,300MAR001,All,UL,2020-12
150,300MAT001,All,UL,2020-12
151,300MAT005,All,UL,2020-12
152,300MAZ002,All,UL,2020-12
153,300MEE001,All,UL,2020-12
154,300MEG001,All,UL,2020-12
155,300MEG002,All,UL,2020-12
156,300MEI001,All,UL,2020-12
157,300MEL001,All,UL,2020-12
158,300MIZ001,All,UL,2020-12
159,300MNF001,All,UL,2020-12
160,300MNR001,All,UL,2020-12
161,300MOH002,All,UL,2020-12
162,300MOH005,All,UL,2020-12
163,300MOH006,All,UL,2020-12
164,300MOH007,All,UL,2020-12
165,300MOO001,All,UL,2020-12
166,300MRH001,All,UL,2020-12
167,300MYS002,All,UL,2020-12
168,300NAJ001,All,UL,2020-12
169,300NAN001,All,UL,2020-12
170,300NAZ001,All,UL,2020-12
171,300NFS001,All,UL,2020-12
172,300NFS003,All,UL,2020-12
173,300NOR004,All,UL,2020-12
174,300NOR005,All,UL,2020-12
175,300OMI001,All,UL,2020-12
176,300ONE001,All,UL,2020-12
177,300ONG002,All,UL,2020-12
178,300OOI001,All,UL,2020-12
179,300OSE001,All,UL,2020-12
180,300OYC001,All,UL,2020-12
181,300PAN001,All,UL,2020-12
182,300PAP001,All,UL,2020-12
183,300PEL001,All,UL,2020-12
184,300PEN001,All,UL,2020-12
185,300PER002,All,UL,2020-12
186,300PMS001,All,UL,2020-12
187,300PNS001,All,UL,2020-12
188,300PTT001,All,UL,2020-12
189,300PUL001,All,UL,2020-12
190,300PUS001,All,UL,2020-12
191,300RAF002,All,UL,2020-12
192,300RAM004,All,UL,2020-12
193,300RAM005,All,UL,2020-12
194,300RAR003,All,UL,2020-12
195,300RAS002,All,UL,2020-12
196,300RAZ002,All,UL,2020-12
197,300RIS003,All,UL,2020-12
198,300RMT001,All,UL,2020-12
199,300ROH001,All,UL,2020-12
200,300ROS002,All,UL,2020-12
201,300ROZ007,All,UL,2020-12
202,300RUM001,All,UL,2020-12
203,300RUS001,All,UL,2020-12
204,300SAA002,All,UL,2020-12
205,300SAL002,All,UL,2020-12
206,300SAR001,All,UL,2020-12
207,300SAU001,All,UL,2020-12
208,300SAY001,All,UL,2020-12
209,300SCS001,All,UL,2020-12
210,300SEL001,All,UL,2020-12
211,300SEN002,All,UL,2020-12
212,300SEN004,All,UL,2020-12
213,300SEN005,All,UL,2020-12
214,300SEN007,All,UL,2020-12
215,300SER001,All,UL,2020-12
216,300SER002,All,UL,2020-12
217,300SER006,All,UL,2020-12
218,300SET001,All,UL,2020-12
219,300SHA001,All,UL,2020-12
220,300SHA002,All,UL,2020-12
221,300SHB003,All,UL,2020-12
222,300SIM001,All,UL,2020-12
223,300SIM002,All,UL,2020-12
224,300SIN002,All,UL,2020-12
225,300SIN003,All,UL,2020-12
226,300SIN004,All,UL,2020-12
227,300SIN005,All,UL,2020-12
228,300SIN006,All,UL,2020-12
229,300SIN007,All,UL,2020-12
230,300SIN008,All,UL,2020-12
231,300SIN011,All,UL,2020-12
232,300SIN013,All,UL,2020-12
233,300SIN015,All,UL,2020-12
234,300SIN017,All,UL,2020-12
235,300SIT001,All,UL,2020-12
236,300SOI001,All,UL,2020-12
237,300SRA001,All,UL,2020-12
238,300SRI001,All,UL,2020-12
239,300SRI002,All,UL,2020-12
240,300SRI006,All,UL,2020-12
241,300SUK001,All,UL,2020-12
242,300SUN002,All,UL,2020-12
243,300SUP001,All,UL,2020-12
244,300SWE001,All,UL,2020-12
245,300SYA001,All,UL,2020-12
246,300TAI001,All,UL,2020-12
247,300TAM002,All,UL,2020-12
248,300TAN001,All,UL,2020-12
249,300TAN002,All,UL,2020-12
250,300TAT001,All,UL,2020-12
251,300TEH001,All,UL,2020-12
252,300TEI001,All,UL,2020-12
253,300TEO001,All,UL,2020-12
254,300TEO003,All,UL,2020-12
255,300THE001,All,UL,2020-12
256,300THI002,All,UL,2020-12
257,300TIA003,All,UL,2020-12
258,300TKH001,All,UL,2020-12
259,300TKK001,All,UL,2020-12
260,300TOE001,All,UL,2020-12
261,300TOH001,All,UL,2020-12
262,300TPH001,All,UL,2020-12
263,300TUA001,All,UL,2020-12
264,300TUL001,All,UL,2020-12
265,300TUN003,All,UL,2020-12
266,300TUN005,All,UL,2020-12
267,300UNI001,All,UL,2020-12
268,300WAD001,All,UL,2020-12
269,300WAN001,All,UL,2020-12
270,300WAN002,All,UL,2020-12
271,300WAN003,All,UL,2020-12
272,300WEI001,All,UL,2020-12
273,300WEN001,All,UL,2020-12
274,300WEN003,All,UL,2020-12
275,300XEM001,All,UL,2020-12
276,300YAH001,All,UL,2020-12
277,300YAS001,All,UL,2020-12
278,300YAW001,All,UL,2020-12
279,300YEA001,All,UL,2020-12
280,300YEW001,All,UL,2020-12
281,300YHI001,All,UL,2020-12
282,300YIA001,All,UL,2020-12
283,300YKS001,All,UL,2020-12
284,300YON002,All,UL,2020-12
285,300YOO001,All,UL,2020-12
286,300YSS001,All,UL,2020-12
287,300YUE002,All,UL,2020-12
288,300YUN001,All,UL,2020-12
289,300YUN002,All,UL,2020-12
290,300ZAF001,All,UL,2020-12
291,300ZAM002,All,UL,2020-12
292,300ZIA001,All,UL,2020-12
293,300ZUN001,All,UL,2020-12
294,500ABD001,All,AC,2020-12
295,500ABD005,All,AC,2020-12
296,500AFM001,All,AC,2020-12
297,500AHS001,All,AC,2020-12
298,500AIK001,All,AC,2020-12
299,500ALW001,All,AC,2020-12
300,500AMB001,All,AC,2020-12
301,500AMS001,All,AC,2020-12
302,500AMS002,All,AC,2020-12
303,500AMW001,All,AC,2020-12
304,500ANA001,All,AC,2020-12
305,500ANG001,All,AC,2020-12
306,500ANZ001,All,AC,2020-12
307,500ASR001,All,AC,2020-12
308,500AWA001,All,AC,2020-12
309,500BAI001,All,AC,2020-12
310,500BAN002,All,AC,2020-12
311,500BAN003,All,AC,2020-12
312,500BAR001,All,AC,2020-12
313,500BAR002,All,AC,2020-12
314,500BEE001,All,AC,2020-12
315,500BEE003,All,AC,2020-12
316,500BER001,All,AC,2020-12
317,500BOO001,All,AC,2020-12
318,500CFS001,All,AC,2020-12
319,500CHA001,All,AC,2020-12
320,500CHA002,All,AC,2020-12
321,500CHA003,All,AC,2020-12
322,500CHE013,All,AC,2020-12
323,500CHE014,All,AC,2020-12
324,500CHE015,All,AC,2020-12
325,500CHI001,All,AC,2020-12
326,500CHI002,All,AC,2020-12
327,500CHU004,All,AC,2020-12
328,500CHU007,All,AC,2020-12
329,500CNH001,All,AC,2020-12
330,500CON001,All,AC,2020-12
331,500COO001,All,AC,2020-12
332,500CSP001,All,AC,2020-12
333,500DAN001,All,AC,2020-12
334,500DRI002,All,AC,2020-12
335,500DSM001,All,AC,2020-12
336,500DUN001,All,AC,2020-12
337,500DUR001,All,AC,2020-12
338,500EEN001,All,AC,2020-12
339,500EEN002,All,AC,2020-12
340,500EHB001,All,AC,2020-12
341,500ENG002,All,AC,2020-12
342,500ENG003,All,AC,2020-12
343,500ENG004,All,AC,2020-12
344,500ENG005,All,AC,2020-12
345,500ERA001,All,AC,2020-12
346,500FAR001,All,AC,2020-12
347,500FAS001,All,AC,2020-12
348,500GIM001,All,AC,2020-12
349,500GIT001,All,AC,2020-12
350,500HAI001,All,AC,2020-12
351,500HAJ001,All,AC,2020-12
352,500HAS001,All,AC,2020-12
353,500HOE001,All,AC,2020-12
354,500HUW001,All,AC,2020-12
355,500IBA001,All,AC,2020-12
356,500ISH002,All,AC,2020-12
357,500JAY002,All,AC,2020-12
358,500JLS001,All,AC,2020-12
359,500JOH003,All,AC,2020-12
360,500JOO002,All,AC,2020-12
361,500JUN001,All,AC,2020-12
362,500KAM003,All,AC,2020-12
363,500KAR001,All,AC,2020-12
364,500KAR003,All,AC,2020-12
365,500KAU001,All,AC,2020-12
366,500KEE001,All,AC,2020-12
367,500KEO001,All,AC,2020-12
368,500KGS001,All,AC,2020-12
369,500KHI001,All,AC,2020-12
370,500KHU003,All,AC,2020-12
371,500KOOI001,All,AC,2020-12
372,500KWA001,All,AC,2020-12
373,500KWE002,All,AC,2020-12
374,500KWO002,All,AC,2020-12
375,500LAW001,All,AC,2020-12
376,500LBH001,All,AC,2020-12
377,500LCH001,All,AC,2020-12
378,500LEE001,All,AC,2020-12
379,500LEE002,All,AC,2020-12
380,500LEE004,All,AC,2020-12
381,500LEO001,All,AC,2020-12
382,500LIA002,All,AC,2020-12
383,500LIM005,All,AC,2020-12
384,500LIM007,All,AC,2020-12
385,500LLB001,All,AC,2020-12
386,500LLH001,All,AC,2020-12
387,500LOO001,All,AC,2020-12
388,500LOW001,All,AC,2020-12
389,500MAH001,All,AC,2020-12
390,500MAJ001,All,AC,2020-12
391,500MAM001,All,AC,2020-12
392,500MAT002,All,AC,2020-12
393,500MES001,All,AC,2020-12
394,500MIM001,All,AC,2020-12
395,500MNR001,All,AC,2020-12
396,500MOH004,All,AC,2020-12
397,500MRH001,All,AC,2020-12
398,500MUH001,All,AC,2020-12
399,500MYH001,All,AC,2020-12
400,500NAT001,All,AC,2020-12
401,500NEK001,All,AC,2020-12
402,500NFS001,All,AC,2020-12
403,500NFS002,All,AC,2020-12
404,500NFS003,All,AC,2020-12
405,500OMI001,All,AC,2020-12
406,500ONG002,All,AC,2020-12
407,500OOI002,All,AC,2020-12
408,500OOI004,All,AC,2020-12
409,500OSE001,All,AC,2020-12
410,500PAN001,All,AC,2020-12
411,500PEL001,All,AC,2020-12
412,500PEN001,All,AC,2020-12
413,500RAM002,All,AC,2020-12
414,500RAM004,All,AC,2020-12
415,500RAR001,All,AC,2020-12
416,500RIN001,All,AC,2020-12
417,500SAF001,All,AC,2020-12
418,500SAL001,All,AC,2020-12
419,500SAR001,All,AC,2020-12
420,500SCH002,All,AC,2020-12
421,500SEN001,All,AC,2020-12
422,500SEN003,All,AC,2020-12
423,500SEN004,All,AC,2020-12
424,500SEN008,All,AC,2020-12
425,500SER001,All,AC,2020-12
426,500SER002,All,AC,2020-12
427,500SER003,All,AC,2020-12
428,500SIM001,All,AC,2020-12
429,500SIN002,All,AC,2020-12
430,500SIN003,All,AC,2020-12
431,500SIN005,All,AC,2020-12
432,500SIN006,All,AC,2020-12
433,500SIN010,All,AC,2020-12
434,500SIN013,All,AC,2020-12
435,500SIT002,All,AC,2020-12
436,500SUN001,All,AC,2020-12
437,500SUN002,All,AC,2020-12
438,500SUP002,All,AC,2020-12
439,500SWE001,All,AC,2020-12
440,500SYA001,All,AC,2020-12
441,500SYA002,All,AC,2020-12
442,500TAI002,All,AC,2020-12
443,500TAM002,All,AC,2020-12
444,500TAM003,All,AC,2020-12
445,500TAN001,All,AC,2020-12
446,500TAN004,All,AC,2020-12
447,500TAT001,All,AC,2020-12
448,500TEI001,All,AC,2020-12
449,500TEN00,All,AC,2020-12
450,500TEO002,All,AC,2020-12
451,500TEO004,All,AC,2020-12
452,500TEO006,All,AC,2020-12
453,500THI002,All,AC,2020-12
454,500TPH001,All,AC,2020-12
455,500WAF001,All,AC,2020-12
456,500WAN001,All,AC,2020-12
457,500WEI002,All,AC,2020-12
458,500WEN001,All,AC,2020-12
459,500YEA001,All,AC,2020-12
460,500YKH001,All,AC,2020-12
461,500YON001,All,AC,2020-12
462,500YSS001,All,AC,2020-12
463,500YUH001,All,AC,2020-12
464,500ZHE001,All,AC,2020-12
465,All,AJINOMOTO,AC,2020-12
466,All,ALAGAPPA'S,AC,2020-12
467,All,BERAS,AC,2020-12
468,All,BIHUN,AC,2020-12
469,All,BOLA SEPAK,AC,2020-12
470,All,CARBIDE,AC,2020-12
471,All,DEODORANTS & FRAGRANCES,UL,2020-12
472,All,DESA,AC,2020-12
473,All,DRESSINGS,UL,2020-12
474,All,FABRIC SENSATIONS CATEGORY,UL,2020-12
475,All,FABRIC SOLUTIONS CATEGORY,UL,2020-12
476,All,FFM,AC,2020-12
477,All,GARAM,AC,2020-12
478,All,GULA,AC,2020-12
479,All,HAIR CARE,UL,2020-12
480,All,HOBE,AC,2020-12
481,All,HOME & HYGIENE,UL,2020-12
482,All,KERETA API,AC,2020-12
483,All,LADA,AC,2020-12
484,All,LADAS,AC,2020-12
485,All,LAKSA,AC,2020-12
486,All,MARINA,AC,2020-12
487,All,MG CREAMER,AC,2020-12
488,All,MG DRINKS,AC,2020-12
489,All,OTHER FOODS,UL,2020-12
490,All,RIDSECT,AC,2020-12
491,All,RODA,AC,2020-12
492,All,SAVOURY,UL,2020-12
493,All,SEA MASTER,AC,2020-12
494,All,SKIN CARE,UL,2020-12
495,All,SKIN CLEANSING,UL,2020-12
496,All,SUMMER,AC,2020-12
497,All,SUNQUICK,AC,2020-12
498,All,TARIK-TARIK,AC,2020-12
499,All,TEA,UL,2020-12
500,All,TEPUNG,AC,2020-12
501,All,TRANSPORT,AC,2020-12
502,All,VEPLUS,AC,2020-12
503,300ABD003,FABRIC SOLUTIONS CATEGORY,UL,2020-12
504,300ABD003,HAIR CARE,UL,2020-12
505,300ABD004,FABRIC SOLUTIONS CATEGORY,UL,2020-12
506,300ABD004,SKIN CLEANSING,UL,2020-12
507,300ADI002,SAVOURY,UL,2020-12
508,300ADI003,HOME & HYGIENE,UL,2020-12
509,300ADI003,SAVOURY,UL,2020-12
510,300AHB001,FABRIC SOLUTIONS CATEGORY,UL,2020-12
511,300AHB001,HOME & HYGIENE,UL,2020-12
512,300AHB001,SKIN CLEANSING,UL,2020-12
513,300AHB001,TEA,UL,2020-12
514,300AIK001,HOME & HYGIENE,UL,2020-12
515,300AIK001,SAVOURY,UL,2020-12
516,300AIK001,SKIN CLEANSING,UL,2020-12
517,300AIK001,TEA,UL,2020-12
518,300AMB001,DEODORANTS & FRAGRANCES,UL,2020-12
519,300AMB001,DRESSINGS,UL,2020-12
520,300AMB001,FABRIC SOLUTIONS CATEGORY,UL,2020-12
521,300AMB001,HAIR CARE,UL,2020-12
522,300AMB001,HOME & HYGIENE,UL,2020-12
523,300AMB001,SAVOURY,UL,2020-12
524,300AMB001,SKIN CARE,UL,2020-12
525,300AMB001,SKIN CLEANSING,UL,2020-12
526,300AMB001,TEA,UL,2020-12
527,300AMS002,DRESSINGS,UL,2020-12
528,300AMS002,FABRIC SENSATIONS CATEGORY,UL,2020-12
529,300AMS002,FABRIC SOLUTIONS CATEGORY,UL,2020-12
530,300AMS002,HAIR CARE,UL,2020-12
531,300AMS002,HOME & HYGIENE,UL,2020-12
532,300AMS002,OTHER FOODS,UL,2020-12
533,300AMS002,SAVOURY,UL,2020-12
534,300AMS002,SKIN CARE,UL,2020-12
535,300AMS002,SKIN CLEANSING,UL,2020-12
536,300AMS002,TEA,UL,2020-12
537,300AMW002,FABRIC SOLUTIONS CATEGORY,UL,2020-12
538,300AMW002,HAIR CARE,UL,2020-12
539,300AMW002,HOME & HYGIENE,UL,2020-12
540,300AMW002,SAVOURY,UL,2020-12
541,300AMW002,SKIN CLEANSING,UL,2020-12
542,300AMW002,TEA,UL,2020-12
543,300ASR001,DRESSINGS,UL,2020-12
544,300ASR001,FABRIC SOLUTIONS CATEGORY,UL,2020-12
545,300ASR001,HOME & HYGIENE,UL,2020-12
546,300ASR001,SAVOURY,UL,2020-12
547,300ASR001,SKIN CLEANSING,UL,2020-12
548,300ASR001,TEA,UL,2020-12
549,300AWA003,DEODORANTS & FRAGRANCES,UL,2020-12
550,300AWA003,DRESSINGS,UL,2020-12
551,300AWA003,FABRIC SENSATIONS CATEGORY,UL,2020-12
552,300AWA003,FABRIC SOLUTIONS CATEGORY,UL,2020-12
553,300AWA003,HAIR CARE,UL,2020-12
554,300AWA003,HOME & HYGIENE,UL,2020-12
555,300AWA003,OTHER FOODS,UL,2020-12
556,300AWA003,SAVOURY,UL,2020-12
557,300AWA003,SKIN CARE,UL,2020-12
558,300AWA003,SKIN CLEANSING,UL,2020-12
559,300AWA003,TEA,UL,2020-12
560,300AWA006,FABRIC SOLUTIONS CATEGORY,UL,2020-12
561,300AWA006,HOME & HYGIENE,UL,2020-12
562,300AWA006,SAVOURY,UL,2020-12
563,300AWA006,SKIN CLEANSING,UL,2020-12
564,300AWA006,TEA,UL,2020-12
565,300AZA002,FABRIC SOLUTIONS CATEGORY,UL,2020-12
566,300AZA002,HOME & HYGIENE,UL,2020-12
567,300AZA002,OTHER FOODS,UL,2020-12
568,300AZA002,SKIN CLEANSING,UL,2020-12
569,300AZA002,TEA,UL,2020-12
570,300BER001,DEODORANTS & FRAGRANCES,UL,2020-12
571,300BER001,DRESSINGS,UL,2020-12
572,300BER001,FABRIC SOLUTIONS CATEGORY,UL,2020-12
573,300BER001,HAIR CARE,UL,2020-12
574,300BER001,HOME & HYGIENE,UL,2020-12
575,300BER001,SAVOURY,UL,2020-12
576,300BER001,SKIN CARE,UL,2020-12
577,300BER001,SKIN CLEANSING,UL,2020-12
578,300BER001,TEA,UL,2020-12
579,300BES001,FABRIC SOLUTIONS CATEGORY,UL,2020-12
580,300BES001,HAIR CARE,UL,2020-12
581,300BES001,HOME & HYGIENE,UL,2020-12
582,300BES001,SKIN CLEANSING,UL,2020-12
583,300BIN001,HAIR CARE,UL,2020-12
584,300BIN001,SKIN CLEANSING,UL,2020-12
585,300BOR001,HAIR CARE,UL,2020-12
586,300BOR001,SAVOURY,UL,2020-12
587,300BOR001,SKIN CLEANSING,UL,2020-12
588,300BOR001,TEA,UL,2020-12
589,300CHA001,HOME & HYGIENE,UL,2020-12
590,300CHA002,DRESSINGS,UL,2020-12
591,300CHA002,HOME & HYGIENE,UL,2020-12
592,300CHA002,SAVOURY,UL,2020-12
593,300CHA002,SKIN CLEANSING,UL,2020-12
594,300CHA002,TEA,UL,2020-12
595,300CHE001,SAVOURY,UL,2020-12
596,300CHE002,FABRIC SOLUTIONS CATEGORY,UL,2020-12
597,300CHE007,DEODORANTS & FRAGRANCES,UL,2020-12
598,300CHE007,DRESSINGS,UL,2020-12
599,300CHE007,FABRIC SOLUTIONS CATEGORY,UL,2020-12
600,300CHE007,HAIR CARE,UL,2020-12
601,300CHE007,HOME & HYGIENE,UL,2020-12
602,300CHE007,OTHER FOODS,UL,2020-12
603,300CHE007,SAVOURY,UL,2020-12
604,300CHE007,SKIN CLEANSING,UL,2020-12
605,300CHE007,TEA,UL,2020-12
606,300CHI002,HOME & HYGIENE,UL,2020-12
607,300CHI002,SAVOURY,UL,2020-12
608,300CHI005,HAIR CARE,UL,2020-12
609,300CHU002,HAIR CARE,UL,2020-12
610,300DIN004,FABRIC SOLUTIONS CATEGORY,UL,2020-12
611,300DRI001,FABRIC SOLUTIONS CATEGORY,UL,2020-12
612,300DRI001,HOME & HYGIENE,UL,2020-12
613,300DRI001,SKIN CLEANSING,UL,2020-12
614,300ERA001,FABRIC SOLUTIONS CATEGORY,UL,2020-12
615,300ERA001,HOME & HYGIENE,UL,2020-12
616,300ERA001,SAVOURY,UL,2020-12
617,300ERA001,SKIN CLEANSING,UL,2020-12
618,300ERA001,TEA,UL,2020-12
619,300FAM001,DRESSINGS,UL,2020-12
620,300FAM001,FABRIC SOLUTIONS CATEGORY,UL,2020-12
621,300FAM001,SKIN CLEANSING,UL,2020-12
622,300FAR001,DRESSINGS,UL,2020-12
623,300FAR001,HOME & HYGIENE,UL,2020-12
624,300FAR001,OTHER FOODS,UL,2020-12
625,300FAR001,TEA,UL,2020-12
626,300GEM002,FABRIC SOLUTIONS CATEGORY,UL,2020-12
627,300GEM002,SKIN CLEANSING,UL,2020-12
628,300GEM002,TEA,UL,2020-12
629,300GIA003,FABRIC SOLUTIONS CATEGORY,UL,2020-12
630,300GIA003,HAIR CARE,UL,2020-12
631,300GIA003,SAVOURY,UL,2020-12
632,300GIA003,SKIN CLEANSING,UL,2020-12
633,300GOO001,FABRIC SOLUTIONS CATEGORY,UL,2020-12
634,300GOO001,HAIR CARE,UL,2020-12
635,300GOO001,HOME & HYGIENE,UL,2020-12
636,300GOO001,SAVOURY,UL,2020-12
637,300GUA001,HAIR CARE,UL,2020-12
638,300GUA001,HOME & HYGIENE,UL,2020-12
639,300GUA001,SAVOURY,UL,2020-12
640,300GUA001,SKIN CLEANSING,UL,2020-12
641,300GUA001,TEA,UL,2020-12
642,300HAF001,DRESSINGS,UL,2020-12
643,300HAF001,FABRIC SOLUTIONS CATEGORY,UL,2020-12
644,300HAF001,HAIR CARE,UL,2020-12
645,300HAF001,HOME & HYGIENE,UL,2020-12
646,300HAF001,OTHER FOODS,UL,2020-12
647,300HAF001,SAVOURY,UL,2020-12
648,300HAF001,SKIN CLEANSING,UL,2020-12
649,300HAF001,TEA,UL,2020-12
650,300HAJ001,SAVOURY,UL,2020-12
651,300HAJ001,TEA,UL,2020-12
652,300HID001,FABRIC SOLUTIONS CATEGORY,UL,2020-12
653,300HID001,OTHER FOODS,UL,2020-12
654,300HID001,SKIN CLEANSING,UL,2020-12
655,300HOC004,HOME & HYGIENE,UL,2020-12
656,300HUW001,FABRIC SOLUTIONS CATEGORY,UL,2020-12
657,300ISH002,DRESSINGS,UL,2020-12
658,300ISH002,FABRIC SOLUTIONS CATEGORY,UL,2020-12
659,300ISH002,HAIR CARE,UL,2020-12
660,300ISH002,HOME & HYGIENE,UL,2020-12
661,300ISH002,SAVOURY,UL,2020-12
662,300ISH002,SKIN CLEANSING,UL,2020-12
663,300ISH002,TEA,UL,2020-12
664,300ISH003,DRESSINGS,UL,2020-12
665,300ISH003,FABRIC SOLUTIONS CATEGORY,UL,2020-12
666,300ISH003,HOME & HYGIENE,UL,2020-12
667,300ISH003,SAVOURY,UL,2020-12
668,300ISH003,SKIN CLEANSING,UL,2020-12
669,300ISH003,TEA,UL,2020-12
670,300ISH004,HOME & HYGIENE,UL,2020-12
671,300ISH004,SKIN CLEANSING,UL,2020-12
672,300ISH004,TEA,UL,2020-12
673,300JLS001,SAVOURY,UL,2020-12
674,300JOH002,FABRIC SOLUTIONS CATEGORY,UL,2020-12
675,300JOH002,HOME & HYGIENE,UL,2020-12
676,300JOH002,SAVOURY,UL,2020-12
677,300JOH002,SKIN CLEANSING,UL,2020-12
678,300JOH002,TEA,UL,2020-12
679,300KAR001,DEODORANTS & FRAGRANCES,UL,2020-12
680,300KAR001,DRESSINGS,UL,2020-12
681,300KAR001,FABRIC SENSATIONS CATEGORY,UL,2020-12
682,300KAR001,FABRIC SOLUTIONS CATEGORY,UL,2020-12
683,300KAR001,HAIR CARE,UL,2020-12
684,300KAR001,HOME & HYGIENE,UL,2020-12
685,300KAR001,SAVOURY,UL,2020-12
