,debtorcode,category,projno,month_year
1353,500TEI001,MG CREAMER,AC,2020-12
1354,500TEO002,FFM,AC,2020-12
1355,500TEO002,GULA,AC,2020-12
1356,500TEO002,MG CREAMER,AC,2020-12
1357,500TEO002,MG DRINKS,AC,2020-12
1358,500TEO002,SUNQUICK,AC,2020-12
1359,500TEO002,TEPUNG,AC,2020-12
1360,500TEO004,GULA,AC,2020-12
1361,500TEO006,GULA,AC,2020-12
1362,500TPH001,GARAM,AC,2020-12
1363,500TPH001,GULA,AC,2020-12
1364,500WAN001,BERAS,AC,2020-12
1365,500WAN001,GARAM,AC,2020-12
1366,500WEI002,FFM,AC,2020-12
1367,500WEN001,GULA,AC,2020-12
1368,500WEN001,LADAS,AC,2020-12
1369,500WEN001,SUNQUICK,AC,2020-12
1370,500YEA001,GULA,AC,2020-12
1371,500YKH001,BERAS,AC,2020-12
1372,500YKH001,FFM,AC,2020-12
1373,500YKH001,GULA,AC,2020-12
1374,500YKH001,MG DRINKS,AC,2020-12
1375,500YKH001,SEA MASTER,AC,2020-12
1376,500YKH001,SUMMER,AC,2020-12
1377,500YKH001,TEPUNG,AC,2020-12
1378,500YON001,GULA,AC,2020-12
1379,500YON001,MG CREAMER,AC,2020-12
1380,500YON001,SUNQUICK,AC,2020-12
1381,500YSS001,FFM,AC,2020-12
1382,500YSS001,GARAM,AC,2020-12
1383,500YSS001,GULA,AC,2020-12
1384,500YUH001,FFM,AC,2020-12
1385,500YUH001,GULA,AC,2020-12
1386,500YUH001,MG CREAMER,AC,2020-12
1387,500ZHE001,GULA,AC,2020-12
1388,500ZHE001,MG CREAMER,AC,2020-12
1389,500ZHE001,SUNQUICK,AC,2020-12
